content	x	y	w	h	
24	658	516	88	79	
SAFELY	1073	514	296	48	
THROUGH	1430	511	359	48	
.	1804	508	14	50	
Moderato	885	584	199	46	
.	1090	582	13	48	
G	3647	550	19	63	
.	3679	550	19	63	
F	3731	549	19	63	
.	3756	549	19	63	
R	3807	549	19	63	
.	3839	548	19	63	
(	816	799	13	47	
Safe	847	800	82	47	
-	936	800	13	47	
ly	954	800	35	47	
through	1026	800	176	48	
an	1229	801	52	47	
-	1291	801	13	47	
oth	1303	801	67	48	
-	1397	801	13	47	
er	1428	802	43	47	
week	1492	803	118	47	
,	1623	802	13	47	
God	1638	802	92	48	
has	1760	803	80	47	
brought	1858	804	193	47	
us	2059	804	52	47	
on	2162	804	43	48	
our	2261	804	74	48	
way	2358	805	94	47	
;	2467	806	13	47	
Day	2557	806	87	47	
of	2664	806	53	48	
all	2742	806	60	48	
the	2823	807	73	47	
week	2899	807	125	47	
the	3047	808	75	46	
best	3131	808	97	48	
,	3232	808	13	47	
Emblem	3263	808	172	48	
of	3478	809	43	47	
e	3539	809	13	47	
-	3563	810	13	47	
ter	3574	810	67	46	
-	3644	810	13	47	
nal	3659	810	73	46	
rest	3757	810	86	47	
.	3841	810	13	47	
Let	855	855	73	50	
us	966	854	47	51	
now	1044	853	80	51	
a	1230	852	14	51	
blessing	1292	851	202	50	
seek	1512	849	92	51	
,	1615	849	14	51	
Wait	1644	848	114	50	
-	1760	847	14	51	
ing	1774	847	73	51	
in	1923	846	27	51	
his	2040	845	66	51	
courts	2129	844	133	50	
to	2301	843	29	51	
-	2358	842	14	51	
day	2386	842	80	51	
:	2483	841	14	51	
Here	841	908	108	45	
we	961	907	76	46	
come	1055	906	120	45	
thy	1194	905	79	46	
name	1284	904	136	45	
to	1425	903	41	46	
praise	1484	903	137	45	
;	1634	901	13	46	
Let	1660	901	79	46	
us	1799	900	50	46	
feel	1901	899	75	46	
thy	2032	898	73	46	
pres	2128	897	95	46	
-	2226	897	13	46	
ence	2242	896	98	46	
near	2363	895	102	46	
:	2480	894	13	46	
:	2481	914	13	46	
Hero	2547	914	110	46	
af	2676	914	42	46	
-	2716	914	13	46	
ford	2750	913	81	47	
us	2852	913	50	46	
,	2904	913	13	46	
Lord	2930	913	103	45	
,	3045	913	13	46	
a	3078	913	13	46	
taste	3133	912	104	45	
of	3266	912	51	46	
our	3350	911	79	46	
everlasting	3463	910	273	45	
rest	3757	910	83	45	
May	834	955	101	46	
thy	958	954	73	47	
glo	1080	953	61	47	
-	1177	952	13	47	
ry	1217	952	43	47	
meet	1306	951	117	46	
our	1436	950	80	47	
eyes	1532	949	95	47	
,	1633	948	13	47	
While	1644	948	136	46	
we	1796	947	70	47	
in	1905	946	34	47	
thy	2033	945	73	47	
house	2127	944	124	46	
ap	2276	943	51	47	
-	2333	943	13	47	
pear	2367	942	98	47	
:	2482	941	13	47	
2	747	934	6	40	
I	1100	1253	23	76	
WILL	1176	1252	205	75	
LIFT	1440	1250	180	75	
UP	1667	1248	99	76	
MINE	1818	1247	205	75	
EYES	2075	1245	206	74	
.	2271	1243	23	76	
-	2302	1243	23	76	
-	2317	1243	23	76	
CHANT	2347	1243	149	75	
.	2494	1241	23	76	
!	3893	1608	3	47	
1	759	1700	12	43	
.	777	1699	12	43	
I	825	1699	12	43	
will	861	1699	92	42	
lift	989	1698	61	42	
up	1070	1697	56	43	
mine	1153	1696	122	43	
eyes	1307	1695	97	42	
unto	1431	1694	98	42	
the	1567	1693	73	43	
hills	1673	1692	103	42	
from	904	1744	82	47	
whence	1037	1746	175	47	
S	1792	1728	17	60	
cometh	1828	1728	157	59	
my	2021	1726	78	60	
l	2128	1725	17	60	
help	2171	1725	101	59	
.	2280	1724	17	60	
My	2393	1723	78	60	
help	2476	1723	103	59	
conreth	2596	1722	166	58	
