content	x	y	w	h	
Sweet	777	415	199	86	
Hour	1003	420	161	85	
of	1195	424	76	83	
Prayer	1302	426	212	86	
.	1520	431	25	81	
Rev	391	510	83	59	
.	471	511	17	58	
W	512	511	17	58	
.	548	512	17	58	
W	589	512	17	58	
.	631	512	17	58	
WALFORD	655	513	201	60	
.	861	515	17	58	
With	416	577	106	49	
expression	549	579	224	50	
.	787	581	14	48	
J	1670	523	16	55	
.	1687	523	16	55	
H	1726	524	16	55	
.	1754	524	16	55	
HALL	1787	524	107	56	
bhg	323	619	97	55	
752	311	666	109	41	
900	1182	729	585	31	
1	359	769	13	46	
.	377	769	13	46	
Sweet	402	769	112	47	
hour	525	770	89	47	
of	649	772	33	46	
pray	699	772	77	47	
’	781	773	13	46	
r	796	773	13	46	
!	819	773	13	46	
sweet	846	774	105	47	
hour	962	775	89	47	
of	1060	776	43	46	
pray	1112	776	85	47	
'	1200	777	13	46	
r	1214	777	13	46	
!	1237	778	13	46	
That	1267	778	83	47	
calls	1363	779	79	47	
me	1475	780	59	47	
from	1547	781	71	46	
a	1698	782	13	46	
world	1723	783	109	47	
of	1850	784	42	46	
care	1913	785	72	46	
,	1989	785	13	46	
2	355	815	15	50	
.	376	815	15	50	
Sweet	397	815	110	51	
hour	521	816	92	51	
of	645	818	38	50	
pray	696	818	83	51	
'	779	819	15	50	
ri	793	819	37	50	
sweet	844	820	109	51	
hour	958	821	94	51	
of	1060	822	48	50	
pray	1111	822	87	51	
'	1197	823	15	50	
r	1212	823	15	50	
!	1238	824	15	50	
Thy	1271	824	66	51	
wings	1349	825	116	51	
shall	1478	826	83	51	
my	1561	827	66	50	
pe	1680	828	38	51	
-	1732	829	15	50	
ti	1773	829	30	50	
-	1814	830	15	50	
tion	1829	830	62	50	
bear	1915	831	78	50	
,	1993	832	15	50	
3	354	864	15	51	
.	375	864	15	51	
Sweet	397	864	106	52	
hour	518	865	88	52	
of	638	867	39	51	
pray	690	867	80	52	
’	775	868	15	51	
r	785	868	15	51	
!	811	868	15	51	
sweet	836	869	104	51	
hour	955	870	88	51	
of	1054	871	39	51	
pray	1106	871	80	52	
’	1191	872	15	51	
r	1201	872	15	51	
!	1227	873	15	51	
May	1251	873	81	52	
I	1389	874	15	51	
thy	1462	875	59	51	
con	1544	876	58	51	
•	1638	877	15	51	
so	1683	877	39	52	
-	1737	878	15	51	
la	1768	878	30	51	
-	1799	879	15	51	
tion	1815	879	68	51	
share	1896	880	102	51	
,	1997	881	15	51	
too	241	1004	75	36	
bha	320	1005	112	36	
And	386	1376	72	47	
bids	491	1377	82	48	
me	592	1378	68	47	
at	695	1379	34	47	
my	795	1380	60	48	
Father	909	1381	132	49	
